product_id,price_usd,cost_usd,category,page_view,add_to_cart,purchase_count,click_velocity,cart_to_view_ratio,conversion_rate,gross_margin_pct
262.0,12.73,7.61,Home & Kitchen,704,224,91,704,0.3181818181818182,0.12926136363636365,0.4021995286724273
263.0,54.43,32.31,Home & Kitchen,582,171,81,582,0.29381443298969073,0.13917525773195877,0.406393532978137
264.0,200.87,133.46,Home & Kitchen,304,57,25,304,0.1875,0.08223684210526316,0.3355901827052322
265.0,34.33,21.24,Home & Kitchen,614,232,111,614,0.3778501628664495,0.18078175895765472,0.381299155257792
266.0,163.4,86.17,Home & Kitchen,327,58,19,327,0.17737003058103976,0.0581039755351682,0.4726438188494492
267.0,176.9,110.2,Home & Kitchen,332,59,23,332,0.17771084337349397,0.06927710843373494,0.3770491803278689
268.0,83.82,65.88,Home & Kitchen,461,119,49,461,0.25813449023861174,0.10629067245119306,0.2140300644237652
269.0,145.96,88.62,Home & Kitchen,336,61,20,336,0.18154761904761904,0.05952380952380952,0.39284735543984656
270.0,217.42,173.72,Home & Kitchen,279,43,15,279,0.15412186379928317,0.053763440860215055,0.20099346886211017
271.0,57.33,41.19,Home & Kitchen,547,161,66,547,0.2943327239488117,0.1206581352833638,0.28152799581371013
272.0,114.2,62.46,Home & Kitchen,376,98,44,376,0.26063829787234044,0.11702127659574468,0.4530647985989492
273.0,31.72,21.36,Home & Kitchen,654,212,86,654,0.3241590214067278,0.13149847094801223,0.3266078184110971
274.0,195.53,105.39,Home & Kitchen,268,48,19,268,0.1791044776119403,0.0708955223880597,0.4610034265841559
275.0,44.2,32.79,Home & Kitchen,591,177,81,591,0.29949238578680204,0.13705583756345177,0.2581447963800906
276.0,147.49,114.77,Home & Kitchen,378,86,35,378,0.2275132275132275,0.09259259259259259,0.22184554885076962
277.0,51.2,30.94,Home & Kitchen,525,168,78,525,0.32,0.14857142857142858,0.395703125
278.0,51.23,26.65,Home & Kitchen,595,200,88,595,0.33613445378151263,0.14789915966386555,0.4797969939488581
279.0,190.85,140.78,Home & Kitchen,301,44,21,301,0.1461794019933555,0.06976744186046512,0.26235263295782024
280.0,82.39,61.89,Home & Kitchen,465,124,51,465,0.26666666666666666,0.10967741935483871,0.24881660395679087
281.0,85.49,58.33,Home & Kitchen,479,128,58,479,0.267223382045929,0.12108559498956159,0.31769797637150543
282.0,30.71,21.92,Home & Kitchen,641,228,94,641,0.35569422776911075,0.14664586583463338,0.2862259850211657
283.0,223.87,154.94,Home & Kitchen,260,29,6,260,0.11153846153846154,0.023076923076923078,0.3079019073569483
284.0,159.05,108.86,Home & Kitchen,366,75,29,366,0.20491803278688525,0.07923497267759563,0.31556114429424714
285.0,123.51,82.71,Home & Kitchen,382,93,33,382,0.24345549738219896,0.08638743455497382,0.3303376244838475
286.0,235.25,128.67,Home & Kitchen,262,35,16,262,0.13358778625954199,0.061068702290076333,0.45304994686503725
287.0,45.87,36.29,Home & Kitchen,567,158,60,567,0.2786596119929453,0.10582010582010581,0.20885110093743184
288.0,19.86,13.28,Home & Kitchen,701,216,90,701,0.30813124108416545,0.12838801711840228,0.3313192346424975
289.0,19.15,14.39,Home & Kitchen,675,216,89,675,0.32,0.13185185185185186,0.24856396866840721
290.0,153.88,102.33,Home & Kitchen,342,65,32,342,0.19005847953216373,0.0935672514619883,0.3350012997140629
291.0,83.49,52.27,Home & Kitchen,491,130,62,491,0.26476578411405294,0.12627291242362526,0.3739369984429272
292.0,112.18,78.26,Home & Kitchen,429,94,36,429,0.2191142191142191,0.08391608391608392,0.3023711891602781
293.0,115.2,58.41,Home & Kitchen,441,111,45,441,0.25170068027210885,0.10204081632653061,0.49296875000000007
294.0,121.67,77.14,Home & Kitchen,339,72,27,339,0.21238938053097345,0.07964601769911504,0.36598997287745544
295.0,206.55,155.11,Home & Kitchen,302,49,25,302,0.16225165562913907,0.08278145695364239,0.24904381505688694
296.0,106.08,55.18,Home & Kitchen,439,94,49,439,0.214123006833713,0.11161731207289294,0.4798265460030166
297.0,97.68,72.35,Home & Kitchen,468,113,51,468,0.24145299145299146,0.10897435897435898,0.25931613431613443
298.0,167.7,85.9,Home & Kitchen,321,67,28,321,0.2087227414330218,0.08722741433021806,0.48777579010137145
299.0,231.31,137.43,Home & Kitchen,297,31,14,297,0.10437710437710437,0.04713804713804714,0.40586226276425574
300.0,29.19,21.18,Home & Kitchen,664,203,79,664,0.3057228915662651,0.11897590361445783,0.2744090441932169
301.0,238.21,128.84,Home & Kitchen,258,30,15,258,0.11627906976744186,0.05813953488372093,0.45913269803954493
302.0,249.07,179.24,Home & Kitchen,271,26,8,271,0.0959409594095941,0.02952029520295203,0.2803629501746496
303.0,56.49,44.88,Home & Kitchen,556,176,75,556,0.31654676258992803,0.13489208633093525,0.20552310143388208
304.0,239.59,185.64,Home & Kitchen,235,34,13,235,0.14468085106382977,0.05531914893617021,0.22517634291915362
305.0,199.21,155.22,Home & Kitchen,319,66,30,319,0.20689655172413793,0.09404388714733543,0.22082224787912258
306.0,94.22,68.48,Home & Kitchen,417,101,36,417,0.2422062350119904,0.08633093525179857,0.2731904054340904
307.0,225.17,131.16,Home & Kitchen,302,47,21,302,0.15562913907284767,0.0695364238410596,0.4175067726606564
308.0,44.46,28.93,Home & Kitchen,615,182,62,615,0.2959349593495935,0.1008130081300813,0.34930274403958617
309.0,152.05,104.12,Home & Kitchen,384,68,27,384,0.17708333333333334,0.0703125,0.31522525485037817
310.0,99.34,55.6,Home & Kitchen,412,91,29,412,0.220873786407767,0.0703883495145631,0.44030601973021943
311.0,162.78,94.98,Home & Kitchen,352,68,28,352,0.19318181818181818,0.07954545454545454,0.41651308514559526
312.0,50.5,37.14,Home & Kitchen,565,157,60,565,0.2778761061946903,0.10619469026548672,0.26455445544554457
313.0,137.37,94.91,Home & Kitchen,382,84,39,382,0.2198952879581152,0.10209424083769633,0.3090922326563297
314.0,118.73,77.94,Home & Kitchen,409,91,38,409,0.22249388753056235,0.09290953545232274,0.34355259833235074
315.0,70.49,46.57,Home & Kitchen,501,125,53,501,0.249500998003992,0.10578842315369262,0.3393389133210384
316.0,187.1,114.4,Home & Kitchen,308,52,19,308,0.16883116883116883,0.06168831168831169,0.38856226616782463
317.0,148.57,90.34,Home & Kitchen,350,85,27,350,0.24285714285714285,0.07714285714285714,0.3919364609275089
318.0,116.15,64.23,Home & Kitchen,395,89,36,395,0.22531645569620254,0.09113924050632911,0.44700817907877743
319.0,81.13,53.13,Home & Kitchen,464,144,59,464,0.3103448275862069,0.1271551724137931,0.3451251078515961
320.0,241.83,184.05,Home & Kitchen,240,28,15,240,0.11666666666666667,0.0625,0.23892817268328992
321.0,185.93,134.64,Home & Kitchen,333,43,24,333,0.12912912912912913,0.07207207207207207,0.27585650513634175
322.0,79.83,54.9,Home & Kitchen,462,119,54,462,0.25757575757575757,0.11688311688311688,0.31228861330326946
323.0,97.38,50.09,Home & Kitchen,452,108,44,452,0.23893805309734514,0.09734513274336283,0.48562333127952345
324.0,157.0,80.65,Home & Kitchen,348,64,24,348,0.1839080459770115,0.06896551724137931,0.4863057324840764
325.0,146.11,86.37,Home & Kitchen,348,79,26,348,0.22701149425287356,0.07471264367816093,0.4088700294298816
326.0,138.19,86.23,Home & Kitchen,383,96,35,383,0.2506527415143603,0.09138381201044386,0.37600405239163465
327.0,42.09,25.67,Home & Kitchen,580,169,89,580,0.2913793103448276,0.15344827586206897,0.39011641720123547
328.0,48.07,24.24,Home & Kitchen,573,172,79,573,0.30017452006980805,0.13787085514834205,0.495735385895569
329.0,179.79,114.21,Home & Kitchen,320,48,10,320,0.15,0.03125,0.36475888536626067
330.0,44.73,31.29,Home & Kitchen,544,154,68,544,0.28308823529411764,0.125,0.30046948356807507
331.0,204.78,161.8,Home & Kitchen,273,35,18,273,0.1282051282051282,0.06593406593406594,0.2098837777126672
332.0,207.01,158.94,Home & Kitchen,237,37,17,237,0.15611814345991562,0.07172995780590717,0.2322110042993092
333.0,148.83,101.29,Home & Kitchen,338,76,33,338,0.22485207100591717,0.09763313609467456,0.3194248471410334
334.0,128.28,70.49,Home & Kitchen,399,74,34,399,0.18546365914786966,0.08521303258145363,0.4504989086373558
335.0,24.77,12.57,Home & Kitchen,623,196,84,623,0.3146067415730337,0.1348314606741573,0.49253128784820344
336.0,48.21,37.29,Home & Kitchen,571,179,80,571,0.3134851138353765,0.14010507880910683,0.22650902302426887
337.0,157.03,109.46,Home & Kitchen,333,53,27,333,0.15915915915915915,0.08108108108108109,0.3029357447621474
338.0,109.16,71.55,Home & Kitchen,429,112,51,429,0.26107226107226106,0.11888111888111888,0.34454012458776107
339.0,165.42,103.32,Home & Kitchen,337,74,31,337,0.2195845697329377,0.09198813056379822,0.3754080522306855
340.0,132.06,68.56,Home & Kitchen,378,84,37,378,0.2222222222222222,0.09788359788359788,0.48084204149628956
341.0,248.57,178.3,Home & Kitchen,264,32,14,264,0.12121212121212122,0.05303030303030303,0.28269702699440796
342.0,139.22,85.28,Home & Kitchen,397,75,32,397,0.1889168765743073,0.08060453400503778,0.3874443327108174
343.0,109.91,57.61,Beauty,378,98,35,378,0.25925925925925924,0.09259259259259259,0.4758438722591211
344.0,25.17,20.11,Beauty,615,200,86,615,0.3252032520325203,0.13983739837398373,0.20103297576479945
345.0,79.06,42.45,Beauty,442,123,43,442,0.27828054298642535,0.09728506787330317,0.46306602580318745
346.0,113.43,65.67,Beauty,373,77,30,373,0.2064343163538874,0.08042895442359249,0.4210526315789474
347.0,78.12,54.98,Beauty,480,135,62,480,0.28125,0.12916666666666668,0.2962109575012802
348.0,116.77,68.74,Beauty,322,74,29,322,0.22981366459627328,0.09006211180124224,0.4113214010447889
349.0,106.21,53.59,Beauty,379,89,40,379,0.23482849604221637,0.10554089709762533,0.49543357499293844
350.0,101.8,57.09,Beauty,370,103,37,370,0.27837837837837837,0.1,0.4391944990176817
351.0,110.22,61.46,Beauty,344,85,34,344,0.24709302325581395,0.09883720930232558,0.44238795136998726
352.0,74.14,45.51,Beauty,417,110,49,417,0.2637889688249401,0.11750599520383694,0.38616131642837875
353.0,110.99,88.18,Beauty,372,84,32,372,0.22580645161290322,0.08602150537634409,0.2055140102711955
354.0,58.99,44.36,Beauty,471,128,67,471,0.27176220806794055,0.14225053078556263,0.24800813697236823
355.0,103.62,65.4,Beauty,378,105,42,378,0.2777777777777778,0.1111111111111111,0.3688477127967574
356.0,70.59,41.81,Beauty,441,127,58,441,0.28798185941043086,0.13151927437641722,0.4077064740048165
357.0,76.6,40.09,Beauty,442,129,58,442,0.2918552036199095,0.13122171945701358,0.4766318537859007
358.0,8.79,4.69,Beauty,722,268,111,722,0.37119113573407203,0.15373961218836565,0.4664391353811148
359.0,44.66,24.23,Beauty,542,170,65,542,0.31365313653136534,0.11992619926199262,0.45745633676668157
360.0,9.79,6.93,Beauty,714,243,102,714,0.3403361344537815,0.14285714285714285,0.29213483146067415
361.0,85.16,61.4,Beauty,391,115,47,391,0.29411764705882354,0.12020460358056266,0.2790042273367778
362.0,92.6,51.84,Beauty,413,117,57,413,0.28329297820823246,0.13801452784503632,0.44017278617710576
363.0,107.5,55.88,Beauty,387,100,40,387,0.25839793281653745,0.10335917312661498,0.4801860465116279
364.0,113.6,60.45,Beauty,392,101,44,392,0.2576530612244898,0.11224489795918367,0.46786971830985913
365.0,17.88,9.12,Beauty,648,213,98,648,0.3287037037037037,0.15123456790123457,0.4899328859060403
366.0,15.06,10.92,Beauty,685,245,111,685,0.35766423357664234,0.16204379562043797,0.27490039840637454
367.0,59.87,32.32,Beauty,517,157,63,517,0.3036750483558994,0.1218568665377176,0.4601636879906464
368.0,28.57,17.02,Beauty,628,218,89,628,0.3471337579617834,0.14171974522292993,0.40427021351067555
369.0,7.41,4.28,Beauty,713,243,104,713,0.34081346423562414,0.1458625525946704,0.4224021592442645
370.0,87.31,53.29,Beauty,401,101,41,401,0.2518703241895262,0.10224438902743142,0.38964608864963923
371.0,62.93,47.54,Beauty,457,112,48,457,0.24507658643326038,0.1050328227571116,0.2445574447799142
372.0,8.56,5.34,Beauty,730,259,102,730,0.3547945205479452,0.13972602739726028,0.3761682242990655
373.0,93.9,56.72,Beauty,404,99,47,404,0.24504950495049505,0.11633663366336634,0.39595314164004264
374.0,66.86,37.77,Beauty,474,139,60,474,0.29324894514767935,0.12658227848101267,0.43508824409213276
375.0,71.07,41.66,Beauty,421,109,49,421,0.2589073634204275,0.1163895486935867,0.41381736316307866
376.0,65.21,38.25,Beauty,455,122,56,455,0.2681318681318681,0.12307692307692308,0.4134335224658794
377.0,5.5,3.56,Beauty,745,250,107,745,0.33557046979865773,0.1436241610738255,0.3527272727272727
378.0,96.63,53.66,Beauty,366,80,36,366,0.2185792349726776,0.09836065573770492,0.44468591534720064
379.0,44.93,33.68,Beauty,504,167,71,504,0.33134920634920634,0.14087301587301587,0.2503894947696417
380.0,113.55,66.44,Beauty,346,81,34,346,0.23410404624277456,0.09826589595375723,0.4148833113166006
381.0,31.63,17.39,Beauty,568,180,83,568,0.31690140845070425,0.14612676056338028,0.4502055011065444
382.0,61.38,48.94,Beauty,498,147,54,498,0.29518072289156627,0.10843373493975904,0.202671880091235
383.0,77.21,46.84,Beauty,413,120,53,413,0.29055690072639223,0.12832929782082325,0.39334283123947666
384.0,107.56,77.83,Beauty,383,89,34,383,0.23237597911227154,0.08877284595300261,0.27640386760877655
385.0,7.9,4.44,Beauty,684,220,81,684,0.3216374269005848,0.11842105263157894,0.4379746835443038
386.0,108.64,70.65,Beauty,358,87,38,358,0.2430167597765363,0.10614525139664804,0.3496870397643593
387.0,31.86,20.34,Beauty,548,169,75,548,0.3083941605839416,0.13686131386861314,0.3615819209039548
388.0,91.76,66.61,Beauty,392,117,41,392,0.29846938775510207,0.10459183673469388,0.2740845684394072
389.0,45.08,26.96,Beauty,503,140,55,503,0.2783300198807157,0.10934393638170974,0.4019520851818988
390.0,81.14,58.63,Beauty,405,109,39,405,0.2691358024691358,0.0962962962962963,0.2774217402021198
391.0,55.46,40.6,Beauty,487,133,61,487,0.2731006160164271,0.12525667351129363,0.2679408582762351
392.0,19.5,12.45,Beauty,693,246,113,693,0.354978354978355,0.16305916305916307,0.3615384615384616
393.0,63.39,36.78,Beauty,438,120,48,438,0.273972602739726,0.1095890410958904,0.4197823000473261
394.0,100.05,68.55,Beauty,390,114,43,390,0.2923076923076923,0.11025641025641025,0.3148425787106447
395.0,117.1,83.95,Beauty,325,69,33,325,0.2123076923076923,0.10153846153846154,0.2830913748932536
396.0,45.09,25.74,Beauty,547,158,61,547,0.28884826325411334,0.11151736745886655,0.42914171656686634
397.0,117.14,84.18,Beauty,330,75,25,330,0.22727272727272727,0.07575757575757576,0.2813727164077172
398.0,115.67,61.36,Beauty,368,71,30,368,0.19293478260869565,0.08152173913043478,0.4695253739085329
399.0,118.14,87.24,Beauty,347,91,37,347,0.2622478386167147,0.10662824207492795,0.2615540883697309
400.0,55.02,30.75,Beauty,490,134,56,490,0.27346938775510204,0.11428571428571428,0.44111232279171214
401.0,37.29,28.55,Beauty,537,167,60,537,0.31098696461824954,0.11173184357541899,0.2343791901314025
402.0,6.45,4.88,Beauty,720,259,103,720,0.3597222222222222,0.14305555555555555,0.24341085271317833
403.0,30.58,24.29,Beauty,604,199,89,604,0.3294701986754967,0.14735099337748345,0.20568999345977762
404.0,7.54,4.35,Beauty,744,281,122,744,0.37768817204301075,0.1639784946236559,0.42307692307692313
405.0,5.63,3.22,Beauty,744,250,92,744,0.33602150537634407,0.12365591397849462,0.42806394316163404
406.0,85.63,57.91,Beauty,397,111,44,397,0.2795969773299748,0.11083123425692695,0.32371832301763404
407.0,102.29,71.64,Beauty,388,102,37,388,0.26288659793814434,0.09536082474226804,0.29963828331215175
408.0,85.51,64.62,Beauty,408,93,42,408,0.22794117647058823,0.10294117647058823,0.2442989124079055
409.0,78.78,50.12,Beauty,430,121,54,430,0.2813953488372093,0.12558139534883722,0.36379791825336383
410.0,77.25,40.89,Beauty,407,110,46,407,0.2702702702702703,0.11302211302211303,0.47067961165048544
411.0,94.97,67.8,Beauty,388,104,46,388,0.26804123711340205,0.11855670103092783,0.2860903443192587
412.0,33.76,21.17,Beauty,586,203,89,586,0.3464163822525597,0.15187713310580206,0.3729265402843601
413.0,76.48,47.63,Beauty,461,121,42,461,0.26247288503253796,0.0911062906724512,0.3772228033472803
414.0,111.97,62.13,Beauty,332,86,33,332,0.25903614457831325,0.09939759036144578,0.44511922836474055
415.0,94.49,58.26,Beauty,394,108,48,394,0.27411167512690354,0.1218274111675127,0.3834268176526616
416.0,9.39,6.23,Beauty,738,242,96,738,0.32791327913279134,0.13008130081300814,0.33652822151224704
417.0,94.91,74.24,Beauty,383,100,44,383,0.26109660574412535,0.11488250652741515,0.21778527025603206
418.0,16.63,11.18,Beauty,671,207,89,671,0.30849478390462,0.13263785394932937,0.327720986169573
419.0,87.49,57.19,Beauty,414,96,38,414,0.2318840579710145,0.09178743961352658,0.3463252943193508
420.0,64.99,40.5,Beauty,503,152,66,503,0.30218687872763417,0.1312127236580517,0.3768272041852592
421.0,118.88,66.0,Beauty,352,71,26,352,0.20170454545454544,0.07386363636363637,0.4448183041722745
422.0,88.85,60.79,Beauty,416,110,51,416,0.2644230769230769,0.12259615384615384,0.3158131682611142
423.0,34.03,20.91,Beauty,579,176,82,579,0.30397236614853196,0.14162348877374784,0.3855421686746988
424.0,13.65,10.57,Beauty,684,224,95,684,0.32748538011695905,0.1388888888888889,0.22564102564102564
425.0,82.61,55.68,Beauty,438,119,48,438,0.271689497716895,0.1095890410958904,0.32598958963805835
426.0,39.9,24.74,Beauty,516,158,72,516,0.3062015503875969,0.13953488372093023,0.3799498746867168
427.0,119.34,94.07,Beauty,341,85,37,341,0.24926686217008798,0.10850439882697947,0.21174794704206476
428.0,23.92,18.63,Beauty,622,213,89,622,0.342443729903537,0.14308681672025725,0.22115384615384626
429.0,27.21,18.85,Beauty,586,186,80,586,0.3174061433447099,0.13651877133105803,0.3072399852995222
430.0,98.68,53.67,Beauty,369,99,27,369,0.2682926829268293,0.07317073170731707,0.4561207944872315
431.0,100.53,74.25,Beauty,362,90,34,362,0.24861878453038674,0.09392265193370165,0.26141450313339304
432.0,119.56,87.04,Beauty,345,90,35,345,0.2608695652173913,0.10144927536231885,0.27199732351957173
433.0,94.68,60.67,Beauty,417,91,42,417,0.2182254196642686,0.10071942446043165,0.3592099704267005
434.0,35.75,21.91,Beauty,538,175,77,538,0.3252788104089219,0.14312267657992564,0.38713286713286715
435.0,83.06,53.53,Beauty,401,108,47,401,0.26932668329177056,0.1172069825436409,0.35552612569227066
436.0,96.87,58.84,Beauty,394,112,39,394,0.28426395939086296,0.09898477157360407,0.3925880045421699
437.0,41.84,27.01,Beauty,549,164,66,549,0.2987249544626594,0.12021857923497267,0.35444550669216063
438.0,14.82,11.4,Beauty,726,236,98,726,0.325068870523416,0.1349862258953168,0.23076923076923075
439.0,103.26,53.4,Beauty,341,73,27,341,0.21407624633431085,0.07917888563049853,0.4828588030214992
440.0,109.17,80.26,Beauty,368,93,41,368,0.25271739130434784,0.11141304347826086,0.2648163414857561
441.0,100.6,69.41,Beauty,359,108,43,359,0.3008356545961003,0.11977715877437325,0.31003976143141154
442.0,6.32,4.96,Beauty,757,278,124,757,0.36723910171730517,0.16380449141347425,0.21518987341772156
443.0,33.75,17.9,Beauty,522,178,75,522,0.34099616858237547,0.14367816091954022,0.4696296296296297
444.0,26.35,16.75,Beauty,590,192,82,590,0.3254237288135593,0.13898305084745763,0.364326375711575
445.0,28.98,17.99,Beauty,565,196,60,565,0.34690265486725663,0.10619469026548672,0.3792270531400967
446.0,75.09,53.04,Beauty,430,112,57,430,0.26046511627906976,0.1325581395348837,0.29364762285257695
447.0,81.87,62.89,Beauty,416,97,43,416,0.23317307692307693,0.10336538461538461,0.2318309515084891
448.0,101.46,56.74,Beauty,362,63,20,362,0.17403314917127072,0.055248618784530384,0.44076483343189427
449.0,66.04,47.72,Beauty,457,160,61,457,0.350109409190372,0.13347921225382933,0.2774076317383405
450.0,106.51,70.99,Beauty,351,93,39,351,0.26495726495726496,0.1111111111111111,0.33348981316308335
451.0,31.93,17.3,Beauty,527,154,63,527,0.2922201138519924,0.11954459203036052,0.4581897901659881
452.0,11.72,7.5,Beauty,701,237,93,701,0.33808844507845937,0.1326676176890157,0.36006825938566556
453.0,61.51,39.95,Beauty,482,126,53,482,0.26141078838174275,0.10995850622406639,0.35051211185173137
454.0,104.23,52.32,Beauty,366,88,37,366,0.24043715846994534,0.10109289617486339,0.49803319581694333
455.0,58.82,39.34,Beauty,500,146,73,500,0.292,0.146,0.3311798707922475
456.0,101.67,62.27,Beauty,388,103,44,388,0.2654639175257732,0.1134020618556701,0.3875282777613849
457.0,13.67,9.45,Beauty,692,218,82,692,0.315028901734104,0.11849710982658959,0.3087051938551573
458.0,8.28,5.65,Beauty,740,257,97,740,0.3472972972972973,0.13108108108108107,0.3176328502415458
459.0,112.12,67.18,Beauty,292,65,28,292,0.2226027397260274,0.0958904109589041,0.40082054941134493
460.0,60.68,44.12,Beauty,480,135,53,480,0.28125,0.11041666666666666,0.2729070533948583
461.0,29.54,18.45,Beauty,553,185,69,553,0.3345388788426763,0.12477396021699819,0.37542315504400814
462.0,15.86,11.07,Beauty,656,208,91,656,0.3170731707317073,0.13871951219512196,0.30201765447667084
463.0,94.53,62.98,Beauty,418,105,50,418,0.2511961722488038,0.11961722488038277,0.33375647942452136
464.0,55.05,34.5,Beauty,480,155,71,480,0.3229166666666667,0.14791666666666667,0.3732970027247956
465.0,100.07,58.83,Beauty,398,110,32,398,0.27638190954773867,0.08040201005025126,0.41211152193464573
466.0,51.43,33.49,Beauty,545,149,62,545,0.27339449541284405,0.11376146788990826,0.3488236437876725
467.0,44.65,25.05,Beauty,534,175,76,534,0.32771535580524347,0.14232209737827714,0.43896976483762595
468.0,43.05,25.62,Beauty,526,168,66,526,0.3193916349809886,0.12547528517110265,0.4048780487804877
469.0,72.44,50.02,Beauty,440,96,40,440,0.21818181818181817,0.09090909090909091,0.3094975151849806
470.0,50.87,33.89,Beauty,496,139,60,496,0.28024193548387094,0.12096774193548387,0.3337920188716335
471.0,71.02,44.0,Beauty,443,124,54,443,0.2799097065462754,0.12189616252821671,0.3804562095184455
472.0,10.34,7.72,Beauty,698,221,89,698,0.3166189111747851,0.12750716332378223,0.25338491295938104
473.0,93.09,48.22,Beauty,384,92,40,384,0.23958333333333334,0.10416666666666667,0.48200666022129124
474.0,75.35,51.62,Beauty,385,107,57,385,0.2779220779220779,0.14805194805194805,0.31493032514930325
475.0,85.09,57.77,Beauty,414,106,50,414,0.2560386473429952,0.12077294685990338,0.3210718063227171
476.0,29.44,20.61,Beauty,602,212,88,602,0.3521594684385382,0.1461794019933555,0.29993206521739135
477.0,92.71,49.17,Beauty,381,92,36,381,0.24146981627296588,0.09448818897637795,0.4696365009168374
478.0,53.48,28.35,Beauty,484,140,58,484,0.2892561983471074,0.11983471074380166,0.46989528795811514
479.0,47.42,35.41,Beauty,565,167,77,565,0.29557522123893804,0.13628318584070798,0.2532686630113877
480.0,69.64,40.21,Beauty,439,104,40,439,0.23690205011389523,0.09111617312072894,0.4226019529006318
481.0,53.51,31.87,Beauty,525,173,74,525,0.3295238095238095,0.14095238095238094,0.4044103905811997
482.0,78.8,61.48,Beauty,432,117,46,432,0.2708333333333333,0.10648148148148148,0.21979695431472082
483.0,70.26,35.96,Beauty,429,112,49,429,0.26107226107226106,0.11421911421911422,0.4881867349843439
484.0,71.16,55.19,Beauty,435,120,52,435,0.27586206896551724,0.11954022988505747,0.2244238336143901
485.0,6.63,4.09,Beauty,727,245,109,727,0.33700137551581844,0.1499312242090784,0.38310708898944196
486.0,117.79,75.7,Beauty,346,82,42,346,0.23699421965317918,0.12138728323699421,0.35733084302572377
487.0,16.73,11.6,Beauty,661,220,98,661,0.3328290468986384,0.14826021180030258,0.30663478780633596
488.0,77.09,48.42,Beauty,435,110,46,435,0.25287356321839083,0.10574712643678161,0.37190297055389804
489.0,81.98,65.26,Beauty,404,102,41,404,0.2524752475247525,0.10148514851485149,0.20395218345938032
490.0,30.1,16.15,Beauty,600,164,63,600,0.2733333333333333,0.105,0.4634551495016612
491.0,36.68,24.6,Beauty,589,179,70,589,0.30390492359932086,0.11884550084889643,0.3293347873500545
492.0,90.58,70.37,Beauty,409,117,42,409,0.2860635696821516,0.10268948655256724,0.22311768602340465
493.0,87.06,65.87,Beauty,424,118,46,424,0.2783018867924528,0.10849056603773585,0.2433953595221686
494.0,38.71,25.83,Beauty,513,180,70,513,0.3508771929824561,0.1364522417153996,0.3327305605786619
495.0,82.0,62.89,Beauty,402,103,42,402,0.2562189054726368,0.1044776119402985,0.23304878048780486
496.0,8.68,4.5,Beauty,719,258,139,719,0.3588317107093185,0.1933240611961057,0.48156682027649766
497.0,98.99,51.86,Beauty,396,92,48,396,0.23232323232323232,0.12121212121212122,0.4761086978482675
498.0,88.89,48.87,Beauty,416,117,47,416,0.28125,0.11298076923076923,0.4502193722578468
499.0,75.03,44.63,Beauty,421,97,40,421,0.23040380047505937,0.09501187648456057,0.40517126482740234
500.0,55.45,38.98,Beauty,487,149,69,487,0.3059548254620123,0.14168377823408623,0.2970243462578901
501.0,46.78,32.44,Beauty,529,162,75,529,0.30623818525519847,0.14177693761814744,0.30654125694741347
502.0,59.85,43.9,Beauty,467,118,46,467,0.25267665952890794,0.09850107066381156,0.266499582289056
503.0,95.23,63.81,Beauty,392,105,45,392,0.26785714285714285,0.11479591836734694,0.3299380447338024
504.0,11.97,9.48,Beauty,695,251,112,695,0.36115107913669064,0.16115107913669063,0.2080200501253133
505.0,43.18,29.44,Beauty,547,173,76,547,0.3162705667276051,0.13893967093235832,0.318202871699861
506.0,74.13,43.93,Beauty,433,113,51,433,0.26096997690531176,0.11778290993071594,0.40739241872386345
507.0,48.32,34.09,Beauty,507,164,71,507,0.3234714003944773,0.14003944773175542,0.29449503311258274
508.0,97.86,57.25,Beauty,395,84,33,395,0.21265822784810126,0.08354430379746836,0.4149805845084815
509.0,35.25,22.09,Beauty,576,184,66,576,0.3194444444444444,0.11458333333333333,0.37333333333333335
510.0,38.18,20.7,Beauty,550,171,70,550,0.3109090909090909,0.12727272727272726,0.45783132530120485
511.0,21.9,17.36,Beauty,589,167,71,589,0.2835314091680815,0.12054329371816638,0.20730593607305933
512.0,83.73,64.82,Beauty,393,100,36,393,0.2544529262086514,0.0916030534351145,0.2258449779051715
513.0,14.78,9.84,Beauty,691,233,90,691,0.33719247467438496,0.13024602026049203,0.3342354533152909
514.0,66.53,48.24,Sports,561,179,76,561,0.31907308377896615,0.1354723707664884,0.2749135728242898
515.0,185.21,130.26,Sports,343,57,21,343,0.1661807580174927,0.061224489795918366,0.2966902435073701
516.0,278.39,188.17,Sports,254,18,8,254,0.07086614173228346,0.031496062992125984,0.3240777326771795
517.0,142.24,74.86,Sports,378,93,41,378,0.24603174603174602,0.10846560846560846,0.4737064116985377
518.0,233.47,133.05,Sports,314,34,14,314,0.10828025477707007,0.044585987261146494,0.4301195014348738
519.0,269.9,206.62,Sports,260,25,7,260,0.09615384615384616,0.026923076923076925,0.23445720637273057
520.0,147.16,99.6,Sports,382,79,38,382,0.20680628272251309,0.09947643979057591,0.32318564827398755
521.0,64.16,35.56,Sports,560,180,66,560,0.32142857142857145,0.11785714285714285,0.44576059850374056
522.0,113.95,76.27,Sports,396,109,50,396,0.27525252525252525,0.12626262626262627,0.3306713470820536
523.0,258.23,148.2,Sports,259,23,9,259,0.0888030888030888,0.03474903474903475,0.4260930178523023
524.0,260.98,159.59,Sports,284,25,8,284,0.0880281690140845,0.028169014084507043,0.3884972028507932
